,ID,GRADES
19,1,81.58333333333333
14,2,84.33333333333333
3,3,89.25
9,4,85.91666666666669
17,5,83.16666666666667
2,6,89.41666666666669
6,7,88.25
13,8,84.75
0,9,92.25
1,10,90.16666666666669
10,11,85.83333333333333
12,12,84.83333333333333
11,13,84.91666666666667
15,14,83.91666666666667
4,15,89.16666666666669
7,16,86.41666666666669
16,17,83.75
8,18,86.08333333333331
18,19,82.33333333333333
5,342533064,88.75
