,ID,GRADES
0,0,63.185149817502754
1,1,58.77891308038369
2,2,63.28417579152873
3,3,64.9457176810118
4,4,61.28073274764452
5,5,60.72218508615567
6,6,58.93192959001782
7,7,63.647573423308714
8,8,55.625790467702245
9,9,62.713346702317295
10,10,56.499060988031594
11,11,60.20412104235635
12,12,60.74082739156268
13,13,57.082320049231825
14,14,57.26094983447925
15,15,63.732540743570155
16,16,61.99951192598253
17,17,57.66476742212036
18,18,65.52887063916477
19,19,53.13921250318311
